Sample ID	Sex	Verbose Population ID	Simple Population ID	Region	Country	Town or more precise location	Latitude	Longitude	In analysis dataset (1=yes, 0=no)	Release conditions (1=fully public, 0=signed letter)	Contributor for unpublished samples (*indicates a contributor who wished to be acknowledged rather than being listed as an author)											
Mala15	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	0	0	Lalji Singh / Kumarasamy Thangaraj											
Mala2	F	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala3	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala4	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala5	F	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala6	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala7	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala8	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala9	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge1	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge10	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	0	0	Lalji Singh / Kumarasamy Thangaraj											
Onge11	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	0	0	Lalji Singh / Kumarasamy Thangaraj											
Onge12	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge13	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge14	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge15	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge16	M	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge17	M	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge2	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge3	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge4	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	0	0	Lalji Singh / Kumarasamy Thangaraj											
Onge5	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	0	0	Lalji Singh / Kumarasamy Thangaraj											
Onge6	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	0	0	Lalji Singh / Kumarasamy Thangaraj											
Onge7	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Onge8	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	0	0	Lalji Singh / Kumarasamy Thangaraj											
Onge9	F	Onge	Onge	SouthAsia	India	LittleAndamanIsland	10.75	92.5	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari1	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari10	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari11	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari12	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari13	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari14	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari15	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari2	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari3	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari4	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari5	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari6	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari7	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari8	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Tiwari9	M	Tiwari	Tiwari	SouthAsia	India	Raigarh_Chhattisgarh	21.9	83.4	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin1	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin10	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin11	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin12	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin13	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin14	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin15	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin2	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	0	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin3	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin4	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin5	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin6	F	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin7	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	0	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin8	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Vishwabrahmin9	M	Vishwabrahmin	Vishwabrahmin	SouthAsia	India	Guntur_UttarPradesh	16.3	80.48	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kusunda01	M	Kusunda	Kusunda	SouthAsia	Nepal	Khadre, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda02	M	Kusunda	Kusunda	SouthAsia	Nepal	Ghorahi, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda03	M	Kusunda	Kusunda	SouthAsia	Nepal	Hapur, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda04	M	Kusunda	Kusunda	SouthAsia	Nepal	Manpur, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda05	M	Kusunda	Kusunda	SouthAsia	Nepal	Haluwar, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda07	M	Kusunda	Kusunda	SouthAsia	Nepal	Haluwar, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda10	M	Kusunda	Kusunda	SouthAsia	Nepal	Ghorahi, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda11	F	Kusunda	Kusunda	SouthAsia	Nepal	Ghorahi, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda12	F	Kusunda	Kusunda	SouthAsia	Nepal	Ghorahi, Dang	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
Kusunda15	M	Kusunda	Kusunda	SouthAsia	Nepal	Damauli, Tanahu	28.0724528667	82.5429914667	1	1	Aashish R. Jha / George van Driem / Irene Gallego Romero / Toomas Kivisild											
HGDP00052	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00054	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00056	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00057	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00058	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00060	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00062	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00064	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00066	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00068	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00070	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00072	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00074	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00076	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00078	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00080	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00082	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00086	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00088	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00090	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00092	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00094	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00096	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00098	M	Balochi	Balochi	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00001	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00003	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00005	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00007	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00011	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00013	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00015	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00017	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00019	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00021	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00023	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00025	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00027	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00029	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00031	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00033	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00035	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00037	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00039	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00041	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	0	1	Patterson et al. 2012											
HGDP00043	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00045	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00047	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00049	M	Brahui	Brahui	SouthAsia	Pakistan	?	30.49871492	66.5	1	1	Patterson et al. 2012											
HGDP00336	F	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00338	F	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00341	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00346	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00351	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00356	F	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00359	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00364	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00371	F	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00372	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00376	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	0	1	Patterson et al. 2012											
HGDP00382	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00388	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00392	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00397	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	0	1	Patterson et al. 2012											
HGDP00402	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00407	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00412	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00417	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00423	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00428	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00433	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00438	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00444	F	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00445	M	Burusho	Burusho	SouthAsia	Pakistan	?	36.49838568	74	1	1	Patterson et al. 2012											
HGDP00099	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00100	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00102	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00103	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00104	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00105	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00106	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00108	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00109	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00110	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00112	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00115	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00116	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00118	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00119	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00120	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00121	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00122	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00124	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00125	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00127	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	1	1	Patterson et al. 2012											
HGDP00129	M	Hazara	Hazara	SouthAsia	Pakistan	?	33.49855601	70	0	1	Patterson et al. 2012											
HGDP00267	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00277	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00279	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	0	1	Patterson et al. 2012											
HGDP00281	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00285	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00286	F	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00288	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00290	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00298	F	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00302	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00307	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00311	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00313	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00315	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00319	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00323	F	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00328	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00330	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00333	M	Kalash	Kalash	SouthAsia	Pakistan	?	35.99366014	71.5	1	1	Patterson et al. 2012											
HGDP00130	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	0	1	Patterson et al. 2012											
HGDP00131	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	1	1	Patterson et al. 2012											
HGDP00133	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	1	1	Patterson et al. 2012											
HGDP00134	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	1	1	Patterson et al. 2012											
HGDP00135	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	1	1	Patterson et al. 2012											
HGDP00136	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	1	1	Patterson et al. 2012											
HGDP00137	M	Makrani	Makrani	SouthAsia	Pakistan	?	26	64	1	1	Patterson et al. 2012											
